com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
BROWNING FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00664466&tabIndex=3,Q1,H,P,Q,2432 W. CONGRESS STREET,ALLENTOWN,PA,18104.00,"BROWNING, DEAN",C00664466,2020.00,6100.00,50.00,6150.00,,,,,,6150.00,,100000.00,,,,100000.00,,,,,,,106150.00,,1042.00,,,,,,,,,,,,,,,,,,,,,,,1042.00,6150.00,1042.00,6.28,105114.28,270000.00,,43466.00,43555.00,,H8PA15260,,,,,,,,,,,,,,,,,,,,,
BRUCE DAVIS FOR US CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00556944&tabIndex=3,TER,H,P,T,PO BOX 1081,JAMESTOWN,NC,27282.00,"CLARK, GLENDA",C00556944,2020.00,,,,,,,,2467.56,2467.56,,,,,,,,,,,,,2467.56,,2617.56,,,,,,,,,,,,,,,,,,,,,15.00,,2632.56,2467.56,2617.56,-41707.81,-41872.81,,,43466.00,43555.00,,H4NC06136,,,,,,,,,,,,,,,,,,,,,
BRUCE DAVIS FOR US CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00556944&tabIndex=3,Q1,H,P,T,PO BOX 1081,JAMESTOWN,NC,27282.00,"CLARK, GLENDA",C00556944,2020.00,,,,,,,,2467.56,2467.56,,,,,,,,,,,,,2467.56,,2617.56,,,,,,,,,,,,,,,,,,,,,15.00,,2632.56,2467.56,2617.56,-41707.81,-41872.81,,,43466.00,43555.00,,H4NC06136,,,,,,,,,,,,,,,,,,,,,
BRUNO A BARREIRO CAMPAIGN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00639807&tabIndex=3,Q1,H,P,Q,PO BOX 453308,MIAMI,FL,332453308.00,ANTONIO L ARGIZ,C00639807,2020.00,,,,,,,,,,,,,,,,,,,,,,,,32.15,,,,,,,,,,,,,,,,,,,,,,,32.15,,32.15,102204.86,102172.71,,,43466.00,43555.00,,H8FL27037,,,,,,,,,,,,,,,,,,,,,
BRYAN CAFORIO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00597724&tabIndex=3,TER,H,P,T,24307 MAGIC MOUNTAIN PARKWAY #548,VALENCIA,CA,91355.00,GONZALO FREIXES,C00597724,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76,75.76,,,43466.00,43503.00,,H6CA25177,,,,,,,,,,,,,,,,,,,,,
BRYAN MILLER FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00567370&tabIndex=3,Q1,S,P,Q,10 WEST BROADWAY STE 500,SALT LAKE CITY ,UT,84101.00,MIKE MCCAULEY,C00567370,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14521.87,,43466.00,43555.00,,S4WY00147,,,,,,,,,,,,,,,,,,,,,
BRYAN WITT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00654335&tabIndex=3,Q1,H,P,Q,"525 E SEASIDE WAY, #101-C",LONG BEACH,CA,90802.00,"CRUMMITT, GARY",C00654335,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.18,2219.18,28500.00,,43466.00,43555.00,,H8CA27112,,,,,,,,,,,,,,,,,,,,,
BUCK FOR COLORADO,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00573378&tabIndex=3,Q1,H,P,Q,PO BOX 338018,GREELEY,CO,80633.00,"KILGORE, PAUL",C00573378,2020.00,3950.00,980.00,4930.00,,,17500.00,,,22430.00,,,,,,,,,,,,,23064.41,,20401.06,,,,634.41,,,,,,,,,,,,,,,,,5409.20,,25810.26,22430.00,19766.65,351076.12,348330.27,,,43466.00,43555.00,,H4CO04090,,,,,,,,,,,,,,,,,,,,,
BUCSHON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00468256&tabIndex=3,Q1,H,P,Q,PO BOX 250,NEWBURGH,IN,476290250.00,"WRIGHT, JOHN L.",C00468256,2020.00,21400.00,9100.00,30500.00,,,51300.00,,,81800.00,,,,,,,,,,,,,81800.00,,57025.12,,,,,,,,,,,,,,,,,,,,,4150.00,,61175.12,81800.00,57025.12,234230.98,254855.86,,,43466.00,43555.00,,H0IN08114,,,,,,,,,,,,,,,,,,,,,
BUDDY CARTER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00543967&tabIndex=3,Q1,H,P,Q,PO BOX 10570,SAVANNAH,GA,31412.00,"KILGORE, PAUL",C00543967,2020.00,22200.00,720.50,22920.50,,,72500.00,,,95420.50,,,,,,,,,,,,,96433.81,,66067.44,,,,1013.31,,,,,,,,,,,,,,,,,32500.00,,98567.44,95420.50,65054.13,1125192.17,1123058.54,,,43466.00,43555.00,,H4GA01039,,,,,,,,,,,,,,,,,,,,,
BURCHETT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652149&tabIndex=3,Q1,H,P,Q,PO BOX 51345,KNOXVILLE,TN,37950.00,ROGER L GOINS,C00652149,2020.00,1000.00,225.00,1225.00,,,7000.00,,,8225.00,,,,,,,,,,,,,8250.36,,36688.50,,,,25.36,,,,,,,,,,,,,,,,,,,36688.50,8225.00,36663.14,135889.60,107451.46,,,43466.00,43555.00,,H8TN02119,,,,,,,,,,,,,,,,,,,,,
BURNS FOR NH,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00678615&tabIndex=3,Q1,H,P,T,30 HARVEY RD #4,BEDFORD,NH,3110.00,"DOHERTY, SHAUN",C00678615,2020.00,,,,,,,,,,,,,,,,,,,,,,,,72.79,,,,,,,,,,,,,,,,,,,,,,,72.79,,72.79,72.79,,,,43466.00,43555.00,,H8NH02309,,,,,,,,,,,,,,,,,,,,,
BURNS FOR NH,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00678615&tabIndex=3,TER,H,P,T,30 HARVEY RD #4,BEDFORD,NH,3110.00,"DOHERTY, SHAUN",C00678615,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43556.00,43570.00,,H8NH02309,,,,,,,,,,,,,,,,,,,,,
BUTTERFIELD FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00401190&tabIndex=3,Q1,H,P,Q,434 FAYETTEVILLE STREET SUITE 2020,RALEIGH,NC,27601.00,"FALMLEN, SCOTT R",C00401190,2020.00,1000.00,255.00,1255.00,,,38000.00,,,39255.00,,,,,,,,,,,,18.10,39273.10,,43846.90,,,,,,,,,,,,,,,,,,,,,52000.00,,95846.90,39255.00,43846.90,511507.84,454934.04,,,43466.00,43555.00,,H4NC01046,,,,,,,,,,,,,,,,,,,,,
BYRNE FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00545673&tabIndex=3,TER,H,P,Q,PO BOX 2743,MOBILE,AL,36652.00,"NEWMAN, J ASHLEY MS.",C00545673,2020.00,58650.00,1921.00,60571.00,,,464813.20,2500.00,,525384.20,2500.00,,,,,,,19259.14,,,,,544643.34,,112052.63,,,,,,,,,,,,,,,1504815.73,,,,,,,,1619368.36,522884.20,112052.63,1074725.02,,,,43466.00,43555.00,,H4AL01123,,,,,,,,,,,,,,,,,,,,,
"BYRNE FOR SENATE, INC.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697417&tabIndex=3,Q1,S,P,Q,PO BOX 3887,MONTGOMERY,AL,36109.00,J ASHLEY NEWMAN,C00697417,2020.00,150414.00,22367.00,172781.00,,,81000.00,,,253781.00,,,,,,,,1808015.73,,,,,2061796.73,,17256.64,,,,,,,,,,,,,,,,,,,,,,,17256.64,253781.00,17256.64,,2044540.09,,,43466.00,43555.00,,C00697417,,,,,,,,,,,,,,,,,,,,,
CAIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546077&tabIndex=3,Q1,H,P,Q,PO BOX 1523,BANGOR,ME,4402.00,"FISCHER, JEREMY",C00546077,2020.00,,,,,,,,,,,,,,,,,,,,,,,,444.84,,,,,,,,,,,,,,,,,,,,,,,444.84,,444.84,2160.58,1715.74,,,43466.00,43555.00,,H4ME02200,,,,,,,,,,,,,,,,,,,,,
CALIFORNIA COMMITTEE FOR CLIFTON ROBERTS FOR US SENATE 2018,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00653519&tabIndex=3,Q1,S,P,Q,9382 WILLOW POND CIRCLE,ELK GROVE,CA,95624.00,STACY OWENS,C00653519,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.40,166.40,100.00,,43466.00,43555.00,,,,,,,,,,,,,,,,,,,,,,,
CALLAHAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00651562&tabIndex=3,Q1,H,P,Q,PO BOX 651,OREGON CITY,OR,97045.00,"CALLAHAN, MARK",C00651562,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22800.00,,43466.00,43555.00,,H8OR05198,,,,,,,,,,,,,,,,,,,,,
CALONE FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00577080&tabIndex=3,Q1,H,P,Q,PO BOX 720,EAST SETAUKET,NY,11733.00,"CAPON, VIRGINIA",C00577080,2020.00,,,,,,,,,,,,,,,,,,,,,,,,48.99,,,,,,,,,,,,,,,,,,,,,,,48.99,,48.99,172299.88,172250.89,250000.00,,43466.00,43555.00,,H6NY01118,,,,,,,,,,,,,,,,,,,,,
CALVEY FOR CONGRESS 2010,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00460709&tabIndex=3,Q1,H,P,Q,4244 CHERRY HILL LANE,OKLAHOMA CITY,OK,73120.00,KEVIN CALVEY,C00460709,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280100.00,,43466.00,43555.00,,H6OK05228,,,,,,,,,,,,,,,,,,,,,
CAM CAVASSO 4 CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00680876&tabIndex=3,Q1,H,P,Q,41-530 WAIKUPANAHA STREET,WAIMANALO,HI,96795.00,SANDRA LEE AHN,C00680876,2020.00,,,,,,,,,,,,,,,,,,,,,,,,1483.41,,,,,,,,,,,,,,,,,,,,,,,1483.41,,1483.41,1483.41,,,,43466.00,43555.00,,H8HI00012,,,,,,,,,,,,,,,,,,,,,
CAMPAIGN OF LAURA ANN WEAVER,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00635342&tabIndex=3,Q1,H,P,Q,1340 HILL CREST RD,CINCINNATI,OH,45224.00,"STEMPLE, TERRY",C00635342,2020.00,,,,,,,,,,,,,,,,,,,,,,,,560.00,,,,,,,,,,,,,,,,,,,,,,,560.00,,560.00,1571.79,1011.79,18262.26,,43466.00,43555.00,,H8OH01084,,,,,,,,,,,,,,,,,,,,,
CAMPAIGN TO ELECT GENE TRUONO,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00661801&tabIndex=3,Q1,S,P,Q,PO BOX 30017,WILMINGTON,DE,19805.00,"SATTERFIELD, DAVID",C00661801,2020.00,,,,,,,,,,,3000.00,,,,3000.00,,,,,,,3000.00,,3115.00,,,,,,,,,,,,,,,,,,,,,,,3115.00,,3115.00,544.64,429.64,198033.47,,43466.00,43555.00,,S8DE00129,,,,,,,,,,,,,,,,,,,,,
CAMPAIGN TO ELECT JOSH MCCALL,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00647222&tabIndex=3,Q1,H,P,Q,427 GREEN ST NW,GAINESVILLE,GA,30501.00,TIFFANY POTTER,C00647222,2020.00,,,,,,,,,,,,,,,,,,,,,,,,2628.70,,,,,,,,,,,,,,,,,,,,,,,2628.70,,2628.70,5505.69,2876.99,,,43466.00,43555.00,,H8GA09058,,,,,,,,,,,,,,,,,,,,,
CAMPAIGN TO ELECT YVONNE HAYES HINSON US REPRESENTATIVE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00655811&tabIndex=3,TER,H,P,T,PO BOX 142213,GAINESVILLE,FL,32614.00,MS YVONNE HAYES HINSON,C00655811,2020.00,,,,,,,,,,,,,,,,,,,,,,,,2447.97,,,,,,,,,,,,,,,,,,,,,,,2447.97,,2447.97,,-2447.97,,,43432.00,43524.00,,H8FL03038,,,,,,,,,,,,,,,,,,,,,
CAMPBELL 4 MARYLAND,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00665430&tabIndex=3,Q1,S,P,Q,1212 BRIXTON ROAD,BALTIMORE,MD,21239.00,"SHIPLEY, MARGUERITE",C00665430,2020.00,,,,,,,,,,,,,,,,,,,,,,,,970.00,,,,,,,,,,,,,,,,,,,,,,,970.00,,970.00,1603.84,633.84,,,43466.00,43555.00,,S8MD00328,,,,,,,,,,,,,,,,,,,,,
CANDICE MILLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00365593&tabIndex=3,Q1,H,P,Q,PO BOX 182152,SHELBY TOWNSHIP,MI,48318.00,"CARMACK, WENDY",C00365593,2020.00,,,,,,,,,,,,,,,,,,,,,,,,7564.17,,,,,,,,,,,,,,,,,,,,,,,7564.17,,7564.17,80715.20,73151.03,,,43466.00,43555.00,,H6MI12181,,,,,,,,,,,,,,,,,,,,,
CANDIUS STEARNS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00657171&tabIndex=3,TER,H,P,T,36537 SAMOA DR.,STERLING HEIGHTS,MI,48312.00,"STEARNS, CHRISTOPHER MR.",C00657171,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43481.00,,H8MI09092,,,,,,,,,,,,,,,,,,,,,
CANON FOR INDIANA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00648998&tabIndex=3,Q1,H,P,Q,900 S SHELBY ST,LOUISVILLE,KY,40203.00,"HOWARD, JENNIFER DAWN",C00648998,2020.00,,,,,,,,,,,,,,,,,,,,,,,,134.40,,,,,,,,,,,,,,,,,,,,,,,134.40,,134.40,,-134.40,,,43466.00,43555.00,,H8IN09081,,,,,,,,,,,,,,,,,,,,,
CANSECO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00394353&tabIndex=3,Q1,H,P,Q,19 JACKSON COURT,SAN ANTONIO,TX,78230.00,"CANSECO, GLORIA Z.",C00394353,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127821.13,127821.13,123193.39,,43466.00,43555.00,,H4TX28046,,,,,,,,,,,,,,,,,,,,,
CAPITO FOR WEST VIRGINIA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00539825&tabIndex=3,Q1,S,P,Q,P.O. BOX 11519,CHARLESTON,WV,25339.00,"SPANGLER, REED",C00539825,2020.00,257450.00,5066.62,262516.62,,,281350.00,,,543866.62,,,,,,,,94663.58,,,,15.76,638545.96,,127671.18,,,,,,,,,,,,,,,,,,,,,,,127671.18,543866.62,127671.18,690252.82,1201127.60,,,43466.00,43555.00,,S4WV00159,,,,,,,,,,,,,,,,,,,,,
CAPTAIN HIGGINS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00617662&tabIndex=3,Q1,H,P,Q,P.O. BOX 61747,LAFAYETTE,LA,70596.00,"SATTERFIELD, DAVID",C00617662,2020.00,71350.00,4141.00,75491.00,3100.00,,15300.00,,,90791.00,3100.00,,,,,,,,,,,,90791.00,,44334.06,,,,,,,,,,,,,,,,,,,,,4500.00,,51934.06,87691.00,44334.06,40688.01,79544.95,,,43466.00,43555.00,,H6LA03148,,,,,,,,,,,,,,,,,,,,,
CAPUANO FOR CONGRESS COMMITTEE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00336388&tabIndex=3,TER,H,P,Q,PO BOX 440305,SOMERVILLE,MA,2144.00,BRIAN MOUNT,C00336388,2020.00,,,,,,,,,,,,,,,,,,,,,11266.92,11266.92,,146.04,,,,,,,,,,,,,,,,,,,,,11266.92,,11412.96,,146.04,6540.79,6394.75,,,43466.00,43555.00,,H8MA08071,,,,,,,,,,,,,,,,,,,,,
CARDARELLI FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00480194&tabIndex=3,Q1,H,P,Q,4219 PALOMINO CT,MIDDLETOWN,MD,21769.00,RICHARD JOHN POLICE,C00480194,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H0MD02149,,,,,,,,,,,,,,,,,,,,,
"CARDWELL FOR CONGRESS, INC.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00603605&tabIndex=3,Q1,H,P,Q,56 STURBRIDGE CIR,WAYNE,NJ,7470.00,"VENTURA, VINNY",C00603605,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53476.96,,43466.00,43555.00,,H6VA02107,,,,,,,,,,,,,,,,,,,,,
CARL DEMAIO FOR CONGRESS 2014,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00545384&tabIndex=3,Q1,H,P,Q,7185 NAVAJO ROAD SUITE P,SAN DIEGO,CA,92119.00,"BOLING, C. APRIL",C00545384,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37212.57,,,43466.00,43555.00,,H4CA52051,,,,,,,,,,,,,,,,,,,,,
CARLA NELSON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00657056&tabIndex=3,Q1,H,P,Q,931 22ND AVENUE SW,ROCHESTER,MN,55902.00,"NIETZ, WILLIAM A",C00657056,2020.00,16600.00,95.00,16695.00,,,,,,16695.00,,,,,,,,,,,,,16695.00,,500.00,,,,,,,,,,,,,,,,,,,,,,,500.00,16695.00,500.00,421.60,16616.60,50000.00,,43466.00,43555.00,,H8MN01329,,,,,,,,,,,,,,,,,,,,,
CARLOS CURBELO CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546846&tabIndex=3,Q1,H,P,Q,8724 SUNSET DR #355,MIAMI,FL,33173.00,"KILGORE, PAUL",C00546846,2020.00,2800.00,365.17,3165.17,1550.00,,5000.00,,,8165.17,1550.00,,,,,,,13385.01,,,,,21566.93,,96212.77,,,,16.75,,,,,,,,,,,,,,,,,13500.00,,111262.77,6615.17,96196.02,89898.46,202.62,,,43466.00,43555.00,,H4FL26038,,,,,,,,,,,,,,,,,,,,,
CARLOS CURBELO CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546846&tabIndex=3,TER,H,P,Q,8724 SUNSET DR #355,MIAMI,FL,33173.00,"KILGORE, PAUL",C00546846,2020.00,,,,-7950.00,,812.30,,,812.30,-7950.00,,,,,,,,,,,,812.30,,1014.92,,,,,,,,,,,,,,,,,,,,,7950.00,,1014.92,8762.30,1014.92,202.62,,,,43556.00,43646.00,,H4FL26038,,,,,,,,,,,,,,,,,,,,,
"CARLOS J REYES FOR CONGRESS COMMITTEE, INC.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652693&tabIndex=3,Q1,H,P,Q,8269 W. BROWARD BLVD STE 555,PLANTATION,FL,33324.00,"CURTIS, ELIZABETH",C00652693,2020.00,,,,,,,,,,,,,,,,,,,,,,,,194.02,,,,,,,,,,,,,,,,,,,,,,,194.02,,194.02,444.84,250.82,99443.88,,43466.00,43555.00,,H8FL23051,,,,,,,,,,,,,,,,,,,,,
CARMONA FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00629865&tabIndex=3,Q1,H,P,Q,"16633 VENTURA BLVD., #1008",ENCINO,CA,91436.00,"LEIDERMAN, JANE",C00629865,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.31,1285.31,45864.36,,43466.00,43555.00,,H8CA34134,,,,,,,,,,,,,,,,,,,,,
CAROL FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00653220&tabIndex=3,Q1,H,P,Q,1316 12TH STREET,HUNTINGTON,WV,25701.00,"MILLER, CASSIE A.",C00653220,2020.00,15500.00,129.56,15629.56,21200.00,,83500.00,,,99129.56,21200.00,,,,,,,,,,,,99253.56,,17565.10,,,,124.00,,,,,,,,,,,,,,,,,,,38765.10,77929.56,17441.10,18592.65,79081.11,498356.85,,43466.00,43555.00,,H8WV03097,,,,,,,,,,,,,,,,,,,,,
CAROL SHEA-PORTER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00419978&tabIndex=3,Q1,H,P,Q,P.O. BOX 453,ROCHESTER,NH,3866.00,"DIMODICA-KULJU, MARY",C00419978,2020.00,,,,,,,3000.00,,,3000.00,,,,,,,,,,,0.67,351.61,,12603.47,,,,350.94,,,,,,,,,,,,,,,,,,,15603.47,-3000.00,12252.53,66089.42,50837.56,,,43466.00,43555.00,,H6NH01230,,,,,,,,,,,,,,,,,,,,,
CAROLE CHENEY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00649962&tabIndex=3,Q1,H,P,Q,PO BOX 2948,NAPERVILLE,IL,60567.00,"JOY, HOLLY",C00649962,2020.00,,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,,,,,,,,,,,,,45.00,,45.00,2153.62,2108.62,,,43466.00,43555.00,,H8IL06147,,,,,,,,,,,,,,,,,,,,,
CAROLYN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00649376&tabIndex=3,Q1,H,P,Q,PO BOX 301,SUWANEE,GA,30024.00,"PERRY, MOLLY",C00649376,2020.00,316259.21,33994.36,350253.57,42827.71,,3000.00,,,353253.57,42827.71,,,,,,,,,,,,371537.73,,61109.79,,,,18284.16,,,,,,,,,,,,,,,,,11983.31,,115920.81,310425.86,42825.63,141933.49,397550.41,,,43466.00,43555.00,,H8GA07201,,,,,,,,,,,,,,,,,,,,,
CARPER FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00349217&tabIndex=3,Q1,S,P,Q,PO BOX 2882,WILMINGTON,DE,19805.00,ARTHUR G CONNOLLY III,C00349217,2020.00,13825.00,7003.08,20828.08,1350.00,,25640.00,,,46468.08,1350.00,,,,,,,,,,,139.18,52917.79,,138238.76,,,,6310.53,,,,,,,,,,,,,,,,,21714.39,,161303.15,45118.08,131928.23,360641.86,252256.50,,,43466.00,43555.00,,S8DE00079,,,,,,,,,,,,,,,,,,,,,
CARR FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00556670&tabIndex=3,Q1,H,P,Q,"525 E. SEASIDE WAY, #101-C",LONG BEACH,CA,90802.00,"CRUMMITT, GARY",C00556670,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.53,61.53,11284.82,,43466.00,43555.00,,H4CA33135,,,,,,,,,,,,,,,,,,,,,
CARRIGAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652321&tabIndex=3,Q1,H,P,Q,339 PEPPERBUSH COURT,CHAPIN,SC,29036.00,"JAVIS, KADENIA",C00652321,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H8SC02106,,,,,,,,,,,,,,,,,,,,,
CARRIGAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652321&tabIndex=3,TER,H,P,Q,339 PEPPERBUSH COURT,CHAPIN,SC,29036.00,"JAVIS, KADENIA",C00652321,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22500.00,-22500.00,,,43556.00,43556.00,,H8SC02106,,,,,,,,,,,,,,,,,,,,,
CARTWRIGHT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00509968&tabIndex=3,Q1,H,P,Q,PO BOX 414,SCRANTON,PA,18501.00,"GERRITY, DAN",C00509968,2020.00,182288.00,5496.80,187784.80,5418.00,,91000.00,,,278784.80,5418.00,,,,,,,,,,,,278784.80,,49600.45,,,,,,,,,,,,,,,,,,,,,250.00,,55268.45,273366.80,49600.45,429799.06,653315.41,275000.00,,43466.00,43555.00,,H2PA17079,,,,,,,,,,,,,,,,,,,,,
